Employee_ID,Name,Age,Gender,Department,Job_Role,Salary,Experience_Years,Joining_Date,Education,Performance_Score,Attrition,Marital_Status,Work_Location,Promotion_Status
228,Employee_228,21,Male,Marketing,SEO Analyst,86776,0,2020-09-12,Bachelor's,4,No,Married,Hyderabad,Not Promoted
229,Employee_229,26,Male,IT Support,Helpdesk Engineer,72818,2,2015-08-04,Bachelor's,5,Yes,Divorced,Mumbai,Promoted
230,Employee_230,60,Male,Finance,Financial Analyst,104626,1,2023-06-11,PhD,2,No,Divorced,Chennai,Promoted
231,Employee_231,53,Female,HR,HR Manager,75644,18,2019-03-02,High School,2,No,Divorced,Hyderabad,Promoted
232,Employee_232,28,Male,Finance,Financial Analyst,73085,0,2021-11-08,Bachelor's,3,No,Divorced,Pune,Not Promoted
233,Employee_233,23,Male,Finance,Financial Analyst,50455,1,2013-06-02,Master's,2,No,Divorced,Hyderabad,Not Promoted
234,Employee_234,47,Other,Operations,Operations Executive,111225,22,2014-05-10,Master's,3,No,Single,Bangalore,Promoted
235,Employee_235,30,Male,IT Support,Helpdesk Engineer,89249,8,2022-03-18,High School,4,No,Single,Hyderabad,Not Promoted
236,Employee_236,60,Other,Marketing,Marketing Specialist,89021,12,2011-03-31,Master's,2,No,Divorced,Chennai,Promoted
237,Employee_237,36,Other,Marketing,SEO Analyst,64356,8,2016-02-16,Bachelor's,4,No,Divorced,Pune,Promoted
238,Employee_238,44,Other,Finance,Accountant,90659,3,2010-01-10,High School,4,No,Single,Chennai,Not Promoted
239,Employee_239,52,Male,Marketing,Marketing Specialist,139332,23,2015-09-22,PhD,4,Yes,Divorced,Delhi,Promoted
240,Employee_240,30,Female,Operations,Logistics Coordinator,120329,4,2022-06-30,Bachelor's,3,No,Divorced,Chennai,Not Promoted
241,Employee_241,56,Female,Sales,Sales Manager,148927,34,2013-12-30,PhD,4,Yes,Single,Bangalore,Promoted
242,Employee_242,35,Female,Finance,Accountant,39874,2,2014-07-04,Bachelor's,3,Yes,Single,Hyderabad,Promoted
243,Employee_243,24,Female,Marketing,Marketing Specialist,40087,1,2013-08-03,Master's,1,No,Single,Delhi,Not Promoted
244,Employee_244,49,Other,IT Support,IT Technician,57779,18,2012-05-07,PhD,4,Yes,Divorced,Mumbai,Not Promoted
245,Employee_245,60,Female,IT Support,IT Technician,45944,13,2017-03-21,High School,1,No,Single,Delhi,Not Promoted
246,Employee_246,21,Male,HR,HR Executive,108664,0,2012-02-15,Bachelor's,2,No,Divorced,Bangalore,Promoted
247,Employee_247,53,Other,Marketing,SEO Analyst,61271,23,2010-11-17,Master's,3,No,Married,Bangalore,Promoted
248,Employee_248,57,Female,Finance,Financial Analyst,147624,30,2012-11-24,PhD,4,No,Divorced,Pune,Promoted
249,Employee_249,58,Female,Operations,Logistics Coordinator,129390,23,2010-10-15,PhD,2,No,Single,Chennai,Not Promoted
250,Employee_250,59,Female,HR,HR Executive,133609,17,2022-08-25,PhD,1,No,Divorced,Pune,Not Promoted
251,Employee_251,40,Male,IT Support,Helpdesk Engineer,100815,15,2022-04-25,High School,3,No,Married,Delhi,Promoted
252,Employee_252,47,Male,IT Support,IT Technician,139971,11,2011-09-04,High School,1,No,Divorced,Hyderabad,Promoted
253,Employee_253,27,Other,HR,HR Manager,79140,0,2015-11-17,Bachelor's,3,No,Single,Chennai,Promoted
254,Employee_254,34,Male,HR,HR Manager,101135,9,2011-12-25,Bachelor's,4,No,Single,Bangalore,Promoted
255,Employee_255,31,Other,Finance,Financial Analyst,136337,6,2016-01-08,High School,5,No,Single,Delhi,Promoted
256,Employee_256,40,Female,HR,HR Executive,25545,14,2014-09-09,High School,2,No,Single,Mumbai,Not Promoted
257,Employee_257,43,Other,Marketing,Marketing Specialist,86515,7,2017-11-22,Master's,5,No,Single,Pune,Not Promoted
258,Employee_258,44,Male,Sales,Sales Manager,29138,16,2021-01-09,Master's,5,Yes,Divorced,Delhi,Promoted
259,Employee_259,53,Female,HR,HR Manager,135799,27,2023-03-01,PhD,5,Yes,Divorced,Bangalore,Promoted
260,Employee_260,36,Male,Operations,Operations Executive,52759,14,2013-10-02,Master's,4,Yes,Married,Chennai,Not Promoted
261,Employee_261,50,Male,Sales,Sales Manager,74158,10,2021-09-26,PhD,4,No,Single,Chennai,Promoted
262,Employee_262,28,Male,Finance,Accountant,74642,5,2011-12-25,Bachelor's,2,No,Married,Delhi,Not Promoted
263,Employee_263,55,Female,Sales,Sales Executive,69338,8,2015-07-20,Bachelor's,4,No,Divorced,Hyderabad,Promoted
264,Employee_264,27,Female,IT Support,Helpdesk Engineer,144045,1,2012-07-14,Bachelor's,5,Yes,Divorced,Mumbai,Promoted
265,Employee_265,40,Male,Finance,Financial Analyst,54920,3,2017-09-11,PhD,1,No,Divorced,Bangalore,Not Promoted
266,Employee_266,54,Male,Marketing,Marketing Specialist,140224,14,2021-09-11,Bachelor's,2,No,Single,Pune,Not Promoted
267,Employee_267,26,Male,Marketing,SEO Analyst,116430,0,2012-10-26,Bachelor's,1,No,Divorced,Chennai,Not Promoted
268,Employee_268,44,Male,Marketing,Marketing Specialist,55463,16,2011-05-07,Bachelor's,4,No,Single,Chennai,Not Promoted
269,Employee_269,29,Female,Engineering,QA Engineer,94932,4,2018-10-28,Master's,4,Yes,Married,Bangalore,Not Promoted
270,Employee_270,40,Female,Operations,Operations Executive,94988,15,2011-06-08,Bachelor's,2,Yes,Divorced,Chennai,Promoted
271,Employee_271,28,Female,IT Support,Helpdesk Engineer,60545,4,2012-01-09,High School,2,No,Married,Bangalore,Promoted
272,Employee_272,46,Female,Marketing,Marketing Specialist,78051,17,2011-05-14,High School,5,No,Divorced,Hyderabad,Promoted
273,Employee_273,29,Male,Sales,Sales Executive,107402,6,2014-01-14,Bachelor's,2,Yes,Married,Pune,Not Promoted
274,Employee_274,39,Female,Marketing,SEO Analyst,78268,12,2010-02-22,Master's,4,No,Single,Bangalore,Promoted
275,Employee_275,28,Other,HR,HR Manager,129474,1,2010-12-11,Bachelor's,5,No,Single,Chennai,Not Promoted
276,Employee_276,57,Male,IT Support,Helpdesk Engineer,95788,7,2013-12-15,High School,1,No,Single,Bangalore,Promoted
277,Employee_277,31,Female,Finance,Financial Analyst,32785,8,2021-07-21,Master's,3,No,Married,Mumbai,Promoted
278,Employee_278,43,Other,Sales,Sales Executive,46793,1,2017-12-09,High School,1,No,Single,Hyderabad,Not Promoted
279,Employee_279,49,Other,Finance,Financial Analyst,147313,17,2015-01-07,Master's,4,No,Divorced,Delhi,Not Promoted
280,Employee_280,25,Female,Operations,Operations Executive,91940,1,2014-02-17,PhD,3,Yes,Single,Pune,Not Promoted
281,Employee_281,21,Female,Engineering,Software Engineer,121135,0,2012-06-11,PhD,4,No,Divorced,Mumbai,Promoted
282,Employee_282,52,Male,Engineering,Software Engineer,126915,8,2016-08-20,Bachelor's,5,No,Single,Pune,Not Promoted
283,Employee_283,38,Female,Finance,Accountant,54419,3,2013-12-07,PhD,1,Yes,Divorced,Chennai,Promoted
284,Employee_284,23,Female,IT Support,IT Technician,76679,0,2011-12-02,Master's,1,No,Single,Chennai,Not Promoted
285,Employee_285,32,Male,Finance,Accountant,102079,7,2023-05-03,Master's,3,No,Single,Pune,Promoted
286,Employee_286,35,Female,Sales,Sales Manager,139962,12,2012-07-08,High School,3,No,Single,Bangalore,Not Promoted
287,Employee_287,24,Male,Sales,Sales Manager,44879,1,2017-04-29,High School,3,No,Married,Hyderabad,Promoted
288,Employee_288,29,Female,HR,HR Executive,86621,4,2023-02-27,Bachelor's,5,Yes,Divorced,Hyderabad,Not Promoted
289,Employee_289,43,Female,IT Support,Helpdesk Engineer,136284,11,2010-12-27,PhD,4,No,Single,Pune,Promoted
290,Employee_290,44,Male,Sales,Sales Executive,55445,2,2012-05-04,PhD,1,No,Married,Pune,Not Promoted
291,Employee_291,36,Other,IT Support,IT Technician,144946,10,2019-01-05,Master's,5,Yes,Single,Mumbai,Promoted
292,Employee_292,43,Male,IT Support,Helpdesk Engineer,72832,20,2016-10-13,Master's,5,No,Married,Delhi,Promoted
293,Employee_293,44,Other,IT Support,IT Technician,128849,9,2023-01-14,PhD,2,No,Single,Mumbai,Not Promoted
294,Employee_294,37,Other,Marketing,SEO Analyst,95040,6,2022-01-31,PhD,5,No,Single,Chennai,Not Promoted
295,Employee_295,47,Female,Engineering,Senior Developer,59377,4,2013-05-06,PhD,3,Yes,Single,Bangalore,Not Promoted
296,Employee_296,57,Male,IT Support,Helpdesk Engineer,44276,0,2014-02-10,Master's,1,Yes,Single,Mumbai,Not Promoted
297,Employee_297,38,Other,IT Support,Helpdesk Engineer,37433,8,2021-03-28,PhD,4,Yes,Single,Bangalore,Not Promoted
298,Employee_298,56,Male,Engineering,QA Engineer,108524,20,2021-12-02,Bachelor's,1,Yes,Single,Bangalore,Promoted
299,Employee_299,25,Other,Sales,Sales Executive,126833,1,2012-07-30,High School,4,No,Married,Bangalore,Not Promoted
300,Employee_300,32,Male,Operations,Operations Executive,59823,6,2017-04-10,Bachelor's,5,Yes,Divorced,Chennai,Not Promoted
301,Employee_301,25,Female,Sales,Sales Executive,36433,3,2011-04-18,Bachelor's,4,No,Married,Mumbai,Not Promoted
302,Employee_302,28,Other,Marketing,SEO Analyst,86223,2,2014-02-16,High School,4,No,Married,Hyderabad,Not Promoted
303,Employee_303,53,Male,Sales,Sales Executive,113857,22,2021-02-08,Bachelor's,1,No,Divorced,Hyderabad,Promoted
304,Employee_304,53,Female,Operations,Operations Executive,128104,15,2015-04-27,PhD,1,No,Married,Bangalore,Promoted
305,Employee_305,31,Female,Engineering,Software Engineer,123588,5,2014-10-04,Master's,3,No,Married,Bangalore,Not Promoted
306,Employee_306,30,Male,Engineering,Senior Developer,104234,2,2014-10-07,High School,4,No,Divorced,Pune,Not Promoted
307,Employee_307,35,Male,Engineering,Senior Developer,72234,10,2020-07-26,PhD,4,Yes,Married,Chennai,Not Promoted
308,Employee_308,57,Female,Marketing,SEO Analyst,109753,9,2014-11-26,Bachelor's,5,Yes,Divorced,Pune,Not Promoted
309,Employee_309,60,Other,HR,HR Executive,132914,19,2023-08-21,Bachelor's,2,No,Married,Bangalore,Not Promoted
310,Employee_310,54,Female,Finance,Accountant,130178,28,2018-02-12,PhD,1,Yes,Single,Pune,Promoted
311,Employee_311,54,Male,IT Support,Helpdesk Engineer,84718,12,2021-01-25,PhD,5,No,Divorced,Hyderabad,Not Promoted
312,Employee_312,35,Female,Marketing,Marketing Specialist,84683,11,2014-01-31,Bachelor's,3,No,Married,Hyderabad,Not Promoted
313,Employee_313,53,Female,Sales,Sales Executive,90476,18,2020-08-20,PhD,4,Yes,Single,Hyderabad,Promoted
314,Employee_314,52,Male,Finance,Financial Analyst,89246,4,2020-01-03,Master's,2,Yes,Divorced,Chennai,Not Promoted
315,Employee_315,56,Other,HR,HR Executive,137549,14,2015-04-03,PhD,2,No,Single,Chennai,Not Promoted
316,Employee_316,59,Female,Sales,Sales Manager,29712,33,2015-08-29,High School,3,No,Single,Hyderabad,Promoted
317,Employee_317,35,Female,Sales,Sales Manager,131898,0,2019-05-09,PhD,1,No,Single,Hyderabad,Not Promoted
318,Employee_318,31,Female,Engineering,Senior Developer,148354,3,2023-06-21,Bachelor's,5,No,Single,Mumbai,Not Promoted
319,Employee_319,57,Other,HR,HR Manager,101023,24,2015-04-14,Master's,4,No,Divorced,Mumbai,Promoted
320,Employee_320,51,Female,HR,HR Executive,111626,5,2018-05-11,Master's,3,No,Single,Hyderabad,Promoted
321,Employee_321,52,Other,HR,HR Manager,75868,11,2016-02-15,Master's,2,No,Married,Chennai,Promoted
322,Employee_322,26,Female,Engineering,Senior Developer,44131,2,2015-06-29,Master's,2,Yes,Single,Chennai,Promoted
323,Employee_323,31,Male,Sales,Sales Executive,88735,0,2019-09-06,Bachelor's,5,No,Divorced,Mumbai,Not Promoted
324,Employee_324,59,Male,Sales,Sales Executive,92303,26,2022-08-21,PhD,5,No,Married,Chennai,Not Promoted
325,Employee_325,33,Female,HR,HR Manager,139734,4,2011-04-10,PhD,3,No,Single,Chennai,Promoted
326,Employee_326,52,Male,Sales,Sales Manager,100111,26,2017-05-08,Bachelor's,2,No,Married,Delhi,Promoted
327,Employee_327,53,Other,IT Support,IT Technician,27601,10,2015-07-27,Bachelor's,4,No,Single,Pune,Promoted
328,Employee_328,23,Female,Finance,Financial Analyst,143228,1,2020-12-21,PhD,3,No,Divorced,Bangalore,Promoted
329,Employee_329,60,Male,Operations,Logistics Coordinator,103544,11,2017-09-15,Bachelor's,3,No,Single,Delhi,Promoted
330,Employee_330,23,Other,HR,HR Manager,136737,1,2013-11-14,PhD,2,No,Married,Hyderabad,Not Promoted
331,Employee_331,25,Male,HR,HR Executive,84717,3,2017-10-21,Bachelor's,2,No,Divorced,Chennai,Not Promoted
332,Employee_332,42,Male,Engineering,QA Engineer,118702,19,2023-06-15,Master's,2,No,Divorced,Pune,Not Promoted
333,Employee_333,34,Other,IT Support,IT Technician,106934,9,2010-05-11,PhD,3,No,Divorced,Hyderabad,Promoted
334,Employee_334,44,Other,Operations,Operations Executive,41507,13,2021-08-24,PhD,1,No,Single,Mumbai,Promoted
335,Employee_335,22,Female,IT Support,Helpdesk Engineer,142258,0,2015-05-16,PhD,2,Yes,Married,Mumbai,Not Promoted
336,Employee_336,29,Female,Finance,Financial Analyst,39028,3,2018-02-09,PhD,4,No,Married,Hyderabad,Not Promoted
337,Employee_337,31,Female,IT Support,Helpdesk Engineer,36295,9,2011-03-03,High School,5,No,Married,Bangalore,Not Promoted
338,Employee_338,57,Male,Engineering,Senior Developer,136091,32,2018-04-19,Bachelor's,1,Yes,Divorced,Pune,Not Promoted
339,Employee_339,57,Male,Sales,Sales Manager,58406,20,2016-03-29,Bachelor's,1,No,Divorced,Mumbai,Not Promoted
340,Employee_340,41,Male,Finance,Accountant,49651,3,2015-10-02,PhD,2,No,Married,Hyderabad,Promoted
341,Employee_341,42,Male,Marketing,SEO Analyst,148417,14,2022-04-10,PhD,1,No,Single,Chennai,Promoted
342,Employee_342,60,Other,Engineering,Software Engineer,122103,37,2023-08-27,Bachelor's,4,Yes,Divorced,Pune,Promoted
343,Employee_343,39,Other,Operations,Operations Executive,105861,2,2013-08-06,Bachelor's,2,No,Married,Bangalore,Not Promoted
344,Employee_344,31,Other,Sales,Sales Executive,146451,2,2018-05-15,Master's,4,No,Married,Bangalore,Not Promoted
345,Employee_345,26,Other,Operations,Operations Executive,75271,4,2010-05-10,PhD,4,No,Married,Delhi,Promoted
346,Employee_346,60,Other,Marketing,SEO Analyst,84361,6,2020-05-29,PhD,2,No,Divorced,Delhi,Promoted
347,Employee_347,37,Male,Marketing,Marketing Specialist,82927,11,2011-10-13,PhD,3,No,Married,Mumbai,Promoted
348,Employee_348,31,Female,Sales,Sales Executive,132354,6,2010-08-09,Bachelor's,1,No,Divorced,Mumbai,Promoted
349,Employee_349,58,Male,Finance,Financial Analyst,129687,18,2015-11-03,Bachelor's,2,No,Married,Bangalore,Promoted
350,Employee_350,56,Female,HR,HR Manager,85638,15,2014-02-06,High School,1,No,Single,Mumbai,Promoted
351,Employee_351,53,Other,IT Support,Helpdesk Engineer,63970,7,2011-03-06,Bachelor's,1,No,Divorced,Bangalore,Promoted
352,Employee_352,29,Female,Sales,Sales Executive,54524,3,2012-07-29,Master's,3,No,Married,Pune,Promoted
353,Employee_353,28,Female,Engineering,QA Engineer,107762,4,2022-01-02,High School,3,No,Single,Pune,Promoted
354,Employee_354,28,Male,Finance,Financial Analyst,76021,0,2021-04-16,High School,2,No,Married,Pune,Promoted
355,Employee_355,41,Male,Operations,Logistics Coordinator,140036,0,2021-07-22,PhD,4,Yes,Single,Pune,Promoted
356,Employee_356,32,Female,IT Support,IT Technician,32542,4,2010-03-11,Bachelor's,4,No,Married,Pune,Not Promoted
357,Employee_357,27,Other,HR,HR Manager,91257,3,2019-12-12,Master's,3,No,Single,Mumbai,Not Promoted
358,Employee_358,48,Other,Sales,Sales Executive,100653,21,2010-11-19,Bachelor's,3,No,Single,Delhi,Not Promoted
359,Employee_359,23,Other,Operations,Operations Executive,89232,0,2016-04-14,Bachelor's,3,No,Divorced,Mumbai,Promoted
360,Employee_360,24,Female,HR,HR Manager,80522,2,2016-04-14,Bachelor's,5,No,Single,Hyderabad,Not Promoted
361,Employee_361,37,Male,Finance,Accountant,85179,13,2010-09-12,Master's,3,No,Married,Hyderabad,Not Promoted
362,Employee_362,23,Male,HR,HR Manager,112242,1,2016-12-03,PhD,3,No,Divorced,Delhi,Promoted
363,Employee_363,21,Other,IT Support,IT Technician,31901,0,2018-05-30,Master's,1,No,Married,Chennai,Not Promoted
364,Employee_364,51,Male,Marketing,Marketing Specialist,82550,17,2011-01-11,High School,4,Yes,Married,Delhi,Not Promoted
365,Employee_365,60,Male,Marketing,Marketing Specialist,112274,31,2012-01-26,High School,5,No,Married,Hyderabad,Promoted
366,Employee_366,59,Female,Marketing,SEO Analyst,124378,30,2016-02-20,PhD,4,Yes,Divorced,Pune,Not Promoted
367,Employee_367,37,Female,Sales,Sales Executive,59237,7,2020-04-06,High School,4,No,Married,Pune,Not Promoted
368,Employee_368,29,Male,Engineering,Senior Developer,91468,4,2010-10-23,Bachelor's,5,No,Married,Chennai,Promoted
369,Employee_369,35,Female,Finance,Accountant,137138,1,2021-09-07,PhD,5,No,Married,Delhi,Promoted
370,Employee_370,54,Male,Marketing,Marketing Specialist,100374,32,2019-03-09,Bachelor's,3,No,Divorced,Bangalore,Not Promoted
371,Employee_371,25,Male,Sales,Sales Manager,131027,1,2010-12-10,High School,3,No,Married,Hyderabad,Not Promoted
372,Employee_372,43,Female,Finance,Accountant,61877,12,2018-10-08,Bachelor's,3,No,Single,Bangalore,Promoted
373,Employee_373,46,Female,Engineering,Senior Developer,33701,1,2010-09-22,PhD,5,Yes,Single,Pune,Not Promoted
374,Employee_374,23,Female,Engineering,QA Engineer,37653,1,2019-08-21,Master's,4,Yes,Single,Mumbai,Promoted
375,Employee_375,39,Male,Engineering,Senior Developer,146106,12,2023-08-02,Bachelor's,1,No,Divorced,Pune,Not Promoted
376,Employee_376,45,Other,Engineering,Software Engineer,145307,23,2013-03-26,PhD,1,No,Divorced,Chennai,Promoted
377,Employee_377,55,Female,Finance,Financial Analyst,41246,19,2021-12-13,High School,4,Yes,Married,Pune,Not Promoted
378,Employee_378,43,Other,Marketing,Marketing Specialist,128789,4,2015-10-23,High School,4,No,Single,Chennai,Not Promoted
379,Employee_379,25,Male,Sales,Sales Executive,30621,3,2020-12-13,Bachelor's,4,No,Single,Mumbai,Not Promoted
380,Employee_380,44,Male,Engineering,QA Engineer,32940,14,2017-04-22,Master's,2,No,Single,Chennai,Promoted
381,Employee_381,24,Other,Marketing,SEO Analyst,30516,1,2017-08-10,High School,4,No,Divorced,Pune,Not Promoted
382,Employee_382,24,Other,IT Support,Helpdesk Engineer,56989,1,2022-01-04,Master's,4,No,Married,Delhi,Not Promoted
383,Employee_383,36,Female,Operations,Operations Executive,97659,4,2013-04-14,Master's,1,No,Divorced,Mumbai,Not Promoted
384,Employee_384,22,Female,Marketing,Marketing Specialist,103612,0,2015-08-14,High School,4,No,Single,Mumbai,Promoted
385,Employee_385,23,Male,Engineering,QA Engineer,132690,0,2016-05-29,PhD,2,No,Married,Pune,Promoted
386,Employee_386,27,Female,Operations,Logistics Coordinator,132628,0,2022-11-26,Bachelor's,1,No,Divorced,Bangalore,Not Promoted
387,Employee_387,23,Male,Finance,Accountant,79869,0,2021-01-12,Master's,1,No,Married,Hyderabad,Not Promoted
388,Employee_388,36,Other,Operations,Operations Executive,101393,9,2022-09-10,Master's,1,No,Single,Chennai,Promoted
389,Employee_389,35,Male,Marketing,Marketing Specialist,119598,13,2017-05-12,Bachelor's,1,No,Divorced,Hyderabad,Promoted
390,Employee_390,39,Female,Marketing,SEO Analyst,85041,6,2018-02-21,Bachelor's,2,Yes,Single,Mumbai,Not Promoted
391,Employee_391,26,Female,Marketing,SEO Analyst,71692,1,2012-03-10,Bachelor's,3,No,Divorced,Delhi,Not Promoted
392,Employee_392,49,Female,Finance,Financial Analyst,31058,4,2012-12-15,PhD,1,Yes,Married,Chennai,Promoted
393,Employee_393,29,Female,Finance,Accountant,39634,0,2023-02-13,High School,1,Yes,Divorced,Delhi,Promoted
394,Employee_394,33,Male,Operations,Logistics Coordinator,48568,7,2023-01-01,PhD,2,No,Divorced,Hyderabad,Promoted
395,Employee_395,23,Female,IT Support,Helpdesk Engineer,104338,0,2021-09-13,High School,2,No,Married,Hyderabad,Not Promoted
396,Employee_396,38,Female,Finance,Financial Analyst,29807,0,2010-09-26,Master's,3,No,Divorced,Chennai,Not Promoted
397,Employee_397,45,Female,Engineering,QA Engineer,52919,7,2023-03-02,Master's,1,No,Divorced,Chennai,Not Promoted
398,Employee_398,26,Female,Sales,Sales Manager,26221,2,2014-09-09,Master's,2,No,Married,Hyderabad,Not Promoted
399,Employee_399,60,Male,Operations,Logistics Coordinator,64622,9,2010-12-05,High School,5,Yes,Single,Delhi,Not Promoted
400,Employee_400,48,Female,Operations,Operations Executive,49065,10,2023-08-30,Master's,3,Yes,Single,Hyderabad,Promoted
401,Employee_401,48,Male,Operations,Logistics Coordinator,108096,15,2012-03-25,Master's,4,Yes,Single,Chennai,Not Promoted
402,Employee_402,48,Male,HR,HR Manager,92023,26,2017-10-13,Master's,2,Yes,Married,Pune,Not Promoted
403,Employee_403,46,Female,HR,HR Manager,82248,20,2014-11-05,Master's,2,No,Divorced,Chennai,Promoted
404,Employee_404,43,Other,Engineering,Software Engineer,136376,1,2010-11-24,PhD,2,No,Divorced,Mumbai,Promoted
405,Employee_405,41,Female,Sales,Sales Manager,59779,7,2010-03-03,Bachelor's,4,No,Divorced,Mumbai,Not Promoted
406,Employee_406,32,Other,Operations,Operations Executive,52169,8,2023-08-30,Bachelor's,4,No,Single,Chennai,Promoted
407,Employee_407,49,Other,IT Support,Helpdesk Engineer,79666,26,2018-01-24,PhD,5,No,Married,Hyderabad,Not Promoted
408,Employee_408,60,Male,HR,HR Manager,53914,34,2019-07-07,Bachelor's,1,No,Divorced,Bangalore,Promoted
409,Employee_409,42,Female,IT Support,IT Technician,91077,17,2011-10-23,Master's,1,No,Married,Bangalore,Promoted
410,Employee_410,41,Other,IT Support,IT Technician,75328,8,2013-05-30,Bachelor's,1,Yes,Single,Pune,Promoted
411,Employee_411,45,Male,IT Support,Helpdesk Engineer,140984,11,2023-08-14,High School,3,Yes,Single,Hyderabad,Not Promoted
412,Employee_412,53,Female,Marketing,Marketing Specialist,104737,14,2011-08-10,High School,1,No,Divorced,Bangalore,Promoted
413,Employee_413,26,Other,Marketing,SEO Analyst,83172,4,2022-11-30,Master's,5,No,Married,Delhi,Promoted
414,Employee_414,39,Other,Sales,Sales Manager,97688,2,2017-10-12,PhD,2,No,Married,Mumbai,Promoted
415,Employee_415,29,Male,Finance,Financial Analyst,53161,0,2011-02-25,PhD,3,Yes,Married,Bangalore,Not Promoted
416,Employee_416,43,Other,HR,HR Executive,86015,19,2020-07-04,High School,2,No,Single,Mumbai,Not Promoted
417,Employee_417,41,Female,HR,HR Manager,42806,9,2011-12-21,Bachelor's,1,Yes,Divorced,Bangalore,Not Promoted
418,Employee_418,52,Female,Sales,Sales Manager,70054,0,2021-05-19,High School,3,No,Single,Chennai,Promoted
419,Employee_419,29,Other,Sales,Sales Executive,120583,6,2012-05-12,PhD,4,No,Divorced,Pune,Promoted
420,Employee_420,21,Male,HR,HR Executive,25942,0,2013-12-09,PhD,5,Yes,Married,Hyderabad,Not Promoted
421,Employee_421,44,Other,Finance,Accountant,44351,10,2022-03-30,PhD,1,No,Married,Mumbai,Not Promoted
422,Employee_422,25,Female,HR,HR Manager,111489,3,2018-11-17,High School,3,Yes,Single,Chennai,Promoted
423,Employee_423,45,Male,Finance,Accountant,77258,3,2018-07-20,High School,3,No,Divorced,Mumbai,Not Promoted
424,Employee_424,55,Male,Sales,Sales Manager,99729,8,2020-11-30,PhD,5,No,Married,Pune,Promoted
425,Employee_425,34,Male,Operations,Operations Executive,25907,2,2016-10-23,Bachelor's,3,No,Divorced,Delhi,Not Promoted
426,Employee_426,59,Male,Operations,Operations Executive,38688,10,2013-03-30,PhD,2,No,Divorced,Mumbai,Not Promoted
427,Employee_427,39,Female,Sales,Sales Executive,70175,8,2014-08-21,Master's,5,No,Divorced,Bangalore,Not Promoted
428,Employee_428,39,Male,Marketing,Marketing Specialist,74954,13,2020-01-26,High School,4,No,Single,Delhi,Not Promoted
429,Employee_429,56,Female,Operations,Operations Executive,72270,22,2016-02-22,High School,2,Yes,Divorced,Delhi,Promoted
430,Employee_430,56,Male,Marketing,Marketing Specialist,123878,8,2023-02-05,PhD,2,No,Divorced,Pune,Not Promoted
431,Employee_431,30,Female,Operations,Operations Executive,57288,5,2023-01-31,Bachelor's,5,Yes,Divorced,Pune,Promoted
432,Employee_432,27,Male,IT Support,Helpdesk Engineer,56750,3,2010-08-01,PhD,5,No,Married,Chennai,Promoted
433,Employee_433,54,Other,IT Support,IT Technician,86186,32,2022-05-01,Master's,5,No,Single,Hyderabad,Not Promoted
434,Employee_434,22,Male,Engineering,Senior Developer,139957,0,2012-07-03,Master's,2,No,Single,Bangalore,Promoted
435,Employee_435,38,Female,Operations,Logistics Coordinator,29423,0,2021-09-05,High School,1,No,Divorced,Delhi,Promoted
436,Employee_436,30,Female,Operations,Logistics Coordinator,73672,1,2020-01-10,PhD,5,Yes,Divorced,Chennai,Promoted
437,Employee_437,55,Other,Marketing,Marketing Specialist,47211,32,2013-03-16,High School,1,No,Married,Hyderabad,Promoted
438,Employee_438,40,Male,HR,HR Manager,99922,14,2015-09-11,PhD,3,No,Single,Mumbai,Not Promoted
439,Employee_439,35,Other,Operations,Operations Executive,137427,9,2019-10-18,Bachelor's,4,No,Divorced,Chennai,Promoted
440,Employee_440,44,Other,HR,HR Executive,25367,21,2020-07-21,High School,4,No,Divorced,Delhi,Promoted
441,Employee_441,29,Other,HR,HR Executive,145042,5,2018-03-31,High School,3,No,Married,Chennai,Promoted
442,Employee_442,35,Female,IT Support,Helpdesk Engineer,67387,13,2017-01-25,High School,1,No,Divorced,Chennai,Promoted
443,Employee_443,41,Male,Marketing,Marketing Specialist,45664,18,2022-03-09,PhD,3,Yes,Single,Chennai,Promoted
444,Employee_444,30,Male,Sales,Sales Executive,65636,6,2010-09-14,High School,1,Yes,Single,Delhi,Not Promoted
445,Employee_445,60,Other,Engineering,Software Engineer,104605,6,2017-06-25,Bachelor's,3,Yes,Divorced,Chennai,Promoted
446,Employee_446,55,Female,Engineering,QA Engineer,126865,20,2022-10-13,High School,2,No,Single,Pune,Not Promoted
447,Employee_447,57,Male,Finance,Financial Analyst,119248,32,2020-12-31,Bachelor's,1,No,Single,Chennai,Promoted
448,Employee_448,30,Male,Engineering,Senior Developer,75039,5,2017-11-08,PhD,3,No,Single,Bangalore,Promoted
449,Employee_449,30,Other,Operations,Operations Executive,32791,6,2011-04-20,PhD,3,No,Married,Delhi,Not Promoted
450,Employee_450,50,Other,Operations,Operations Executive,29952,26,2022-12-30,High School,1,No,Married,Pune,Not Promoted
451,Employee_451,21,Other,HR,HR Executive,101233,0,2014-07-14,Master's,3,No,Married,Bangalore,Not Promoted
452,Employee_452,30,Other,Operations,Logistics Coordinator,63111,7,2010-08-14,PhD,5,No,Married,Chennai,Not Promoted
453,Employee_453,26,Male,HR,HR Executive,124929,0,2019-12-08,PhD,4,Yes,Divorced,Chennai,Promoted
454,Employee_454,54,Female,IT Support,IT Technician,102533,16,2022-10-23,Bachelor's,1,No,Divorced,Mumbai,Promoted
